agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
False,2026-01-12T00:00:00.000Z,4.0,1,,2018-02-21T00:00:00.000Z,False,,,,AE,False,,,,1.0,False,,18,1930-01-01T00:00:00.000Z,2022-05-06T00:00:00.000Z,44820.53,0.0,0.0,False,RatingEngine,False,81000,0,2018,False,46820.0,2,44820.53,146447.0,2,N,,,0.0,,0.0,,,,0.0,False,,30000.0,0.0,180058,180058,"GOSHEN, CITY OF",,,1,218202.0,,A,False,1.0,AE,1.0,False,IN,Currently Unavailable,46526,18039,18039000502,180390005021,41.6,-85.8,8993759d-36a5-490d-b7b5-78c63da63157
False,2026-01-12T00:00:00.000Z,,1,,1985-10-08T00:00:00.000Z,False,,4.0,7086.0,A04,False,4.0,,7089.8,2.0,False,10.0,1,1983-09-01T00:00:00.000Z,1985-09-15T00:00:00.000Z,,,,True,1,False,125000,50000,1985,False,,0,0.0,,1,N,,0,0.0,,0.0,,,,0.0,False,,,0.0,350033,,,20,20,1,,,,False,0.0,,,False,NM,Currently Unavailable,88345,35027,35027960600,350279606004,33.3,-105.7,212ab3e8-22d4-4425-a1af-f465c5f42462
False,2026-01-12T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,True,,0.0,12.0,AE,False,,5.0,12.0,1.0,False,10.0,1,1998-05-05T00:00:00.000Z,2000-06-10T00:00:00.000Z,186000.0,72337.53,22915.0,True,1,False,186000,79100,2005,True,210542.0,0,186000.0,210543.0,4,N,72838.0,0,72337.53,0.0,0.0,,653.0,,0.0,False,Hurricane Katrina,30000.0,22915.0,285261,,,,,1,210543.0,0.0,R,False,7.0,,,False,MS,Currently Unavailable,39571,28047,28047003000,280470030002,30.3,-89.3,dded5f6b-2f66-4c65-b514-dd47c98a9f40
False,2026-01-12T00:00:00.000Z,0.0,1,,2017-08-25T00:00:00.000Z,True,3,2.0,56.2,AE,False,,53.9,58.3,1.0,False,15.0,11,2014-09-17T00:00:00.000Z,2012-08-31T00:00:00.000Z,,,,True,RatingEngine,False,250000,0,2017,True,976.0,5,0.0,491089.0,4,N,,,0.0,,0.0,,682.0,,0.0,False,Hurricane Harvey,30000.0,0.0,480289,480289,"BELLAIRE, CITY OF",,01,1,613861.0,,A,False,0.0,AE,1.0,False,TX,Currently Unavailable,77401,48201,48201420900,482014209004,29.7,-95.5,60e24ca9-b6d3-4cca-8365-e7f48729ac6c
False,2026-01-12T00:00:00.000Z,,1,,2001-11-27T00:00:00.000Z,False,,,,X,False,,,,1.0,False,10.0,1,1980-07-15T00:00:00.000Z,2001-03-15T00:00:00.000Z,4551.61,0.0,0.0,False,1,False,27100,0,2001,True,5052.0,0,4551.61,52560.0,4,N,,0,0.0,,0.0,,,,0.0,False,,20000.0,0.0,050055,,,,,1,58400.0,,A,False,6.0,,,False,AR,Currently Unavailable,72301,05035,05035030302,050350303021,35.1,-90.2,1e88e250-563a-411e-a29c-ae9b39b66ab6
False,2026-01-12T00:00:00.000Z,,1,,2012-05-05T00:00:00.000Z,False,,,,A,False,4.0,,,2.0,False,,1,1959-01-01T00:00:00.000Z,2000-09-28T00:00:00.000Z,2963.31,0.0,0.0,False,1,False,10800,10500,2012,True,4964.0,2,2963.31,168070.0,4,N,1588.0,2,0.0,0.0,0.0,,,,0.0,False,,30000.0,0.0,720000,,,01,,1,240100.0,0.0,A,False,0.0,,,False,PR,Currently Unavailable,00617,,72017590400,720175904004,18.4,-66.5,ec5e54a5-cb1b-4f7f-bf1f-b06a43c28fd9
False,2026-01-12T00:00:00.000Z,,1,,2025-07-14T00:00:00.000Z,False,,,,AE,False,,,,1.0,False,,11,1955-07-01T00:00:00.000Z,2023-08-04T00:00:00.000Z,104774.7,0.0,0.0,False,RatingEngine,False,250000,0,2025,True,109775.0,5,104774.7,158568.0,4,N,,,0.0,,,,,,,False,2025 July NYC Metro Area Flooding,30000.0,0.0,345307,,"NORTH PLAINFIELD, BOROUGH OF",,,1,197398.0,,A,False,4.0,,,False,NJ,Currently Unavailable,07060,34035,34035051800,340350518002,40.6,-74.4,38916cdb-bc8a-4d2e-9578-f1b1c687767b
False,2026-01-12T00:00:00.000Z,,1,,2018-09-15T00:00:00.000Z,True,,,,AE,False,7.0,,,1.0,False,50.0,11,1964-07-01T00:00:00.000Z,2016-06-30T00:00:00.000Z,70000.0,15731.17,0.0,False,RatingEngine,False,99000,42000,2018,True,92202.0,2,70000.0,124827.0,0,N,17231.0,1,15731.17,32600.0,,,687.0,,0.0,False,Hurricane Florence,30000.0,0.0,370077,370077,"FAYETTEVILLE, CITY OF",,,1,185807.0,0.0,A,False,0.0,AE,1.0,False,NC,Currently Unavailable,28314,37051,37051003302,370510033022,35.0,-79.0,773a58b4-a992-4a7b-a648-f2ac0da04b8c
False,2026-01-12T00:00:00.000Z,,1,,1989-09-22T00:00:00.000Z,False,,,,A08,False,,,,1.0,False,10.0,1,1970-01-01T00:00:00.000Z,1988-09-01T00:00:00.000Z,37582.87,0.0,0.0,False,1,False,87500,0,1989,False,38083.0,0,37582.87,7087500.0,1,N,,0,0.0,,0.0,,554.0,,0.0,False,Hurricane Hugo,,0.0,455416,,,,,0,0.0,,A,False,2.0,,,False,SC,Currently Unavailable,29451,45019,45019004902,450190049023,32.8,-79.8,f1458a44-8c69-4ba8-ae8c-dbf8c5d3b121
False,2026-01-12T00:00:00.000Z,,1,,2006-05-15T00:00:00.000Z,False,,,,AE,False,,,,1.0,False,,1,1966-05-01T00:00:00.000Z,2003-08-25T00:00:00.000Z,,,,False,1,False,126000,0,2006,False,,5,0.0,,2,N,,0,0.0,,0.0,,,,0.0,False,,30000.0,0.0,330004,,,,06,1,,,A,False,0.0,,,False,NH,Currently Unavailable,03249,33001,33001966401,330019664011,43.6,-71.4,516558c9-ddfd-49b4-9632-335b98f86920
False,2026-01-12T00:00:00.000Z,0.0,1,,2021-08-29T00:00:00.000Z,False,,,,X,False,3.0,,,1.0,False,,11,1979-11-10T00:00:00.000Z,2018-05-18T00:00:00.000Z,7723.85,0.0,0.0,True,RatingEngine,False,150000,75000,2021,True,8974.0,F,7723.85,147458.0,4,N,,1,0.0,,,LA0421,,,,False,Hurricane Ida,30000.0,0.0,225201,225201,"KENNER, CITY OF",97,,1,184337.0,,R,False,1.0,X,1.0,False,LA,Currently Unavailable,70065,22051,22051020507,220510205071,30.0,-90.3,57d32a0f-ff5c-4061-a79d-fbe5178cdedc
False,2026-01-12T00:00:00.000Z,,1,,2023-08-30T00:00:00.000Z,True,,-4.0,9.0,AE,False,,5.0,5.1,3.0,False,60.0,11,1992-01-01T00:00:00.000Z,2014-11-15T00:00:00.000Z,3608.68,0.0,0.0,True,RatingEngine,False,250000,0,2023,False,4859.0,F,3608.68,426766.0,4,N,,,0.0,,,FL0123,,,,False,Hurricane Idalia,30000.0,0.0,120063,120063,CITRUS COUNTY *,,,1,708196.0,,A,False,0.0,AE,1.0,False,FL,Currently Unavailable,34429,12017,12017450500,120174505004,28.9,-82.6,a3a6ea12-08be-4942-ae4b-13620aa988f4
False,2026-01-12T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,True,,3.0,11.0,A08,False,4.0,10.9,14.1,2.0,False,10.0,1,1979-01-01T00:00:00.000Z,2004-09-30T00:00:00.000Z,130000.0,17902.7,0.0,True,1,False,250000,100000,2005,True,184675.0,1,130000.0,184676.0,1,N,18405.0,1,17902.7,0.0,0.0,,653.0,,0.0,False,Hurricane Katrina,30000.0,0.0,285254,,,,,1,185140.0,0.0,A,False,12.0,,,False,MS,Currently Unavailable,39525,28045,28045030500,280450305002,30.4,-89.4,340486bd-9159-4236-9f09-a01b5617da0f
False,2026-01-12T00:00:00.000Z,,1,,1986-06-04T00:00:00.000Z,False,1,,,A,False,3.0,,,1.0,False,10.0,1,1979-04-11T00:00:00.000Z,1985-08-21T00:00:00.000Z,12000.0,0.0,0.0,False,1,False,12000,0,1986,False,13166.0,0,12000.0,110500.0,2,N,,,0.0,,0.0,,849.0,,0.0,False,Flooding,,0.0,480045,,,,,1,0.0,,A,False,1.0,,,False,TX,Currently Unavailable,78237,48029,48029171502,480291715024,29.4,-98.6,18a63442-2101-4650-972c-ba717a42f549
False,2026-01-12T00:00:00.000Z,0.0,1,,2017-08-28T00:00:00.000Z,False,,,,X,False,3.0,,,1.0,False,,11,1990-01-07T00:00:00.000Z,2014-07-18T00:00:00.000Z,87737.78,92906.86,0.0,True,RatingEngine,False,250000,100000,2017,True,83610.0,F,87737.78,148545.0,4,N,94156.0,1,92906.86,100000.0,0.0,,682.0,,0.0,False,Hurricane Harvey,30000.0,0.0,480510,480510,ORANGE COUNTY *,,,1,172727.0,0.0,R,False,2.0,C,1.0,False,TX,Currently Unavailable,77632,48361,48361021200,483610212004,30.2,-93.9,1c705c5f-f4dd-46d4-abe8-26767816c53f
False,2026-01-12T00:00:00.000Z,,1,7.0,2021-08-29T00:00:00.000Z,False,,0.0,4.0,AE,False,3.0,4.2,4.4,1.0,False,,11,2004-10-01T00:00:00.000Z,2014-10-06T00:00:00.000Z,80311.49,71614.06,0.0,True,RatingEngine,False,100000,75000,2021,True,80266.0,5,80311.49,147799.0,4,N,76614.0,5,71614.06,110000.0,,LA0421,,,,False,Hurricane Ida,30000.0,0.0,220164,220164,ST. JOHN THE BAPTIST PARISH*,,,1,199268.0,0.0,A,False,1.0,AE,1.0,False,LA,Currently Unavailable,70068,22095,22095070500,220950705003,30.1,-90.5,f033c96b-2fc4-494c-9858-1a4849dbf517
False,2026-01-12T00:00:00.000Z,0.0,1,,2018-06-21T00:00:00.000Z,False,1,,,C,False,4.0,,,2.0,False,,11,1999-01-01T00:00:00.000Z,2015-06-28T00:00:00.000Z,13099.1,0.0,0.0,True,RatingEngine,False,250000,100000,2018,True,13920.0,F,13099.1,175158.0,4,N,,1,0.0,,0.0,,,,0.0,False,,30000.0,0.0,480334,480334,HIDALGO COUNTY *,97,,1,218947.0,,R,False,1.0,C,1.0,False,TX,Currently Unavailable,78573,48215,48215024106,482150241062,26.2,-98.3,e5ebb38a-741d-4cd7-b963-fb3e285ace84
False,2026-01-12T00:00:00.000Z,,1,,1985-03-03T00:00:00.000Z,False,,,,B,False,4.0,,,2.0,False,10.0,1,1492-10-12T00:00:00.000Z,1984-05-05T00:00:00.000Z,1572.4,0.0,0.0,False,1,False,20000,5000,1985,False,2073.0,0,1572.4,35000.0,1,N,2073.0,0,0.0,35000.0,0.0,,816.0,,0.0,False,Flooding,,0.0,260226,,,97,,1,0.0,0.0,A,False,1.0,,,False,MI,Currently Unavailable,48173,26163,26163597000,261635970002,42.1,-83.2,d0369b95-6cea-4462-9cc0-deab96c3d7e2
False,2026-01-12T00:00:00.000Z,,1,,2010-06-14T00:00:00.000Z,False,1,,,C,False,3.0,,,1.0,False,,4,1973-02-06T00:00:00.000Z,2006-09-15T00:00:00.000Z,0.0,34800.0,0.0,False,1,False,0,62000,2010,False,,0,0.0,,2,N,36557.0,1,34800.0,0.0,0.0,,,,0.0,False,,,0.0,290173,,,,,1,,0.0,A,False,32.0,,,False,MO,Currently Unavailable,64114,29095,29095010001,290950100012,38.9,-94.6,ef57fab9-568b-45b8-9ead-ad806eff39b9
False,2026-01-12T00:00:00.000Z,,1,,2002-09-26T00:00:00.000Z,False,,,,X,False,,,,1.0,False,,1,2000-02-15T00:00:00.000Z,2002-08-14T00:00:00.000Z,27267.44,7447.71,0.0,True,7,False,75000,18000,2002,True,27767.0,0,27267.44,35417.0,4,N,7947.0,0,7447.71,0.0,0.0,,165.0,,0.0,False,Tropical Storm Isidore,20000.0,0.0,285256,,,,,1,78705.0,0.0,A,False,0.0,,,False,MS,Currently Unavailable,39564,28059,28059040900,280590409001,30.4,-88.7,7523aafc-eb01-496f-960e-5479c0d9d043
False,2026-01-12T00:00:00.000Z,,1,,1979-07-11T00:00:00.000Z,False,,,,,False,2.0,,,3.0,False,10.0,4,1492-10-12T00:00:00.000Z,1979-03-03T00:00:00.000Z,780.0,327.75,0.0,False,1,False,12100,10000,1979,False,1700.0,,780.0,67800.0,1,N,528.0,,327.75,6000.0,0.0,,,,0.0,False,,,0.0,210129,,,,,1,0.0,0.0,A,False,-3.0,,,False,KY,Currently Unavailable,41014,21117,21117061000,211170610001,39.1,-84.5,7dc03caf-cf82-4831-a44c-45f5d6d7e11c
False,2026-01-12T00:00:00.000Z,,1,,1984-05-07T00:00:00.000Z,False,,,,A21,False,4.0,,,3.0,False,10.0,1,1492-10-12T00:00:00.000Z,1983-06-20T00:00:00.000Z,4929.69,4251.0,0.0,False,1,False,13300,11000,1984,False,5430.0,0,4929.69,31000.0,1,N,4751.0,0,4251.0,11000.0,0.0,,512.0,,0.0,False,Flooding,,0.0,215188,,,,,1,0.0,0.0,A,False,2.0,,,False,KY,Currently Unavailable,41701,21193,21193970600,211939706001,37.3,-83.2,95344e86-cc33-453c-9402-371318481622
False,2026-01-12T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,True,,,,V16,False,3.0,,,1.0,False,10.0,1,1968-01-01T00:00:00.000Z,2004-09-01T00:00:00.000Z,50000.0,5000.0,30000.0,False,1,False,50000,5000,2005,False,94467.0,1,50000.0,120000.0,1,N,34635.0,1,5000.0,0.0,0.0,,654.0,,0.0,False,Hurricane Katrina,30000.0,30000.0,225203,,,,,1,125000.0,0.0,A,False,14.0,,,False,LA,Currently Unavailable,70129,22071,,,30.1,-89.9,b911c4e4-6d75-4859-9f73-b20bd375f833
False,2026-01-12T00:00:00.000Z,,1,,2012-08-29T00:00:00.000Z,False,,0.0,12.0,A10,False,3.0,9.4,12.0,1.0,False,,11,1999-11-09T00:00:00.000Z,2010-05-05T00:00:00.000Z,0.0,897.15,0.0,True,RatingEngine,False,222000,80000,2012,True,,F,0.0,,2,N,1898.0,1,897.15,0.0,,,299.0,,0.0,False,Hurricane Isaac,30000.0,0.0,225205,225205,ST. TAMMANY PARISH*,,20,1,,0.0,R,False,0.0,A10,1.0,False,LA,Currently Unavailable,70458,22103,22103040802,221030408023,30.2,-89.8,5d48949c-d2d1-493b-8d46-1717ef1efe19
False,2026-01-12T00:00:00.000Z,,1,,2012-10-29T00:00:00.000Z,True,3,6.0,7.0,A07,False,4.0,0.0,13.0,3.0,False,10.0,1,1974-07-01T00:00:00.000Z,1987-02-07T00:00:00.000Z,,,,False,1,False,250000,100000,2012,True,,1,0.0,,1,N,,1,0.0,,0.0,,306.0,,0.0,False,Hurricane Sandy,30000.0,0.0,365339,,,99,99,1,,,R,False,1.0,,1.0,False,NY,Currently Unavailable,11770,36103,36103159510,361031595101,40.6,-73.1,d61c8f87-e495-440a-bf7e-555879670eb9
False,2026-01-12T00:00:00.000Z,,1,8.0,2008-09-02T00:00:00.000Z,True,,1.0,18.0,AE,False,4.0,3.3,19.2,1.0,False,15.0,11,2012-04-10T00:00:00.000Z,2002-06-26T00:00:00.000Z,,,,True,RatingEngine,False,73000,29000,2008,True,800.0,2,0.0,46000.0,2,N,800.0,2,0.0,0.0,,,224.0,,0.0,False,Hurricane Gustav,30000.0,0.0,285256,285256,JACKSON COUNTY*,01,01,1,46000.0,0.0,R,False,1.0,AE,1.0,False,MS,Currently Unavailable,39562,28059,28059042700,280590427002,30.4,-88.4,7c0f8641-9e33-472f-8618-e89ee3c9ae29
False,2026-01-12T00:00:00.000Z,2.0,1,,2012-10-29T00:00:00.000Z,False,,,,A,False,2.0,,,2.0,False,,1,1941-03-15T00:00:00.000Z,2011-01-22T00:00:00.000Z,9165.95,0.0,0.0,False,1,False,156000,10000,2012,True,10166.0,1,9165.95,39499.0,4,N,,1,0.0,,0.0,,305.0,,0.0,False,Hurricane Sandy,30000.0,0.0,345312,,,97,,1,139410.0,,A,False,2.0,,1.0,False,NJ,Currently Unavailable,07062,34039,34039038800,340390388001,40.6,-74.4,0c90e414-3864-423f-a332-c2ff40500447
False,2026-01-12T00:00:00.000Z,,40,,2024-09-26T00:00:00.000Z,False,,,,AE,False,,7.6,17.0,3.0,False,,15,1980-01-01T00:00:00.000Z,2000-01-01T00:00:00.000Z,342595.02,0.0,0.0,False,RatingEngine,False,10000000,0,2024,False,583704.0,F,342595.02,9726288.0,1,A,,,0.0,,,FL0124,,,,False,Hurricane Helene,30000.0,0.0,125141,,"REDINGTON SHORES, TOWN OF",,,40,15368984.0,,A,False,2.0,,,False,FL,Currently Unavailable,33708,12103,12103027704,121030277041,27.8,-82.8,3d2be911-8db0-45ef-8840-852c70984725
False,2026-01-12T00:00:00.000Z,,1,,2012-10-29T00:00:00.000Z,False,,,,X,False,4.0,,,2.0,False,,1,1983-10-01T00:00:00.000Z,2012-01-08T00:00:00.000Z,,,,True,7,False,250000,100000,2012,True,,1,0.0,,0,N,,1,0.0,,0.0,,306.0,,0.0,False,Hurricane Sandy,30000.0,0.0,365337,,,99,99,1,,,R,False,0.0,,1.0,False,NY,Currently Unavailable,11795,36103,36103147001,361031470012,40.7,-73.3,4192abcf-da6b-4c03-9982-a7e34ec1b577
False,2026-01-12T00:00:00.000Z,,1,6.0,2024-10-09T00:00:00.000Z,False,,0.0,8.0,AE,False,,7.0,7.6,1.0,False,,11,1976-12-01T00:00:00.000Z,2016-07-01T00:00:00.000Z,68286.14,0.0,0.0,True,RatingEngine,False,175000,0,2024,True,70286.0,2,68286.14,153989.0,2,N,,,0.0,,,FL0224,,,,False,Hurricane Milton,30000.0,0.0,125099,125099,"DAYTONA BEACH, CITY OF",,,1,264215.0,,A,False,0.0,AE,1.0,False,FL,Currently Unavailable,32114,12127,12127082202,121270822021,29.2,-81.0,45ff42be-53c6-4112-83fa-e5e1a58f4ec2
False,2026-01-12T00:00:00.000Z,,1,,2019-09-19T00:00:00.000Z,False,,,,B,False,,,,2.0,False,,4,2002-01-01T00:00:00.000Z,2017-12-13T00:00:00.000Z,20000.0,0.0,0.0,True,1,False,20000,0,2019,False,,5,20000.0,,0,N,,,0.0,,0.0,,379.0,,,False,Tropical Storm Imelda,30000.0,0.0,480385,480385,JEFFERSON COUNTY *,,,1,,,,False,0.0,B,5.0,True,TX,Currently Unavailable,77705,48245,48245011201,482450112011,30.0,-94.0,c8ed5fb6-bcb1-4e36-85fe-f45be72bdd2d
False,2026-01-12T00:00:00.000Z,,1,,2008-01-07T00:00:00.000Z,False,2,,,A,False,,,,2.0,False,,4,2004-10-01T00:00:00.000Z,2005-01-09T00:00:00.000Z,,,,True,1,False,411000,0,2008,False,,1,0.0,,,N,,,0.0,,0.0,,,,0.0,False,,30000.0,0.0,290218,,,,20,1,,,,False,0.0,,,False,MO,Currently Unavailable,64854,29119,29119070300,291190703003,36.6,-94.5,0498585c-270a-44a8-b8f9-e591ddb55079
False,2026-01-12T00:00:00.000Z,0.0,1,9.0,2017-08-29T00:00:00.000Z,True,,,,B,False,3.0,,,1.0,False,10.0,1,1961-03-15T00:00:00.000Z,2012-09-26T00:00:00.000Z,127481.76,15155.18,0.0,False,7,False,250000,100000,2017,True,106804.0,F,127481.76,119318.0,4,N,16405.0,F,15155.18,110000.0,0.0,,682.0,,0.0,False,Hurricane Harvey,30000.0,0.0,485499,485499,"PORT ARTHUR, CITY OF",,,0,141529.0,0.0,R,False,1.0,B,1.0,False,TX,Currently Unavailable,77640,48245,48245006700,482450067002,29.9,-93.9,242ea9f7-819d-4826-9b86-c78c644f4e9d
False,2026-01-12T00:00:00.000Z,,1,,1998-09-28T00:00:00.000Z,False,,1.0,,A11,False,4.0,,,2.0,False,10.0,1,1994-01-01T00:00:00.000Z,1996-03-14T00:00:00.000Z,2281.97,159.0,0.0,True,1,False,250000,100000,1998,True,2782.0,1,2281.97,202626.0,2,N,660.0,1,159.0,0.0,0.0,,619.0,,0.0,False,Hurricane Georges,30000.0,0.0,285252,,,,,1,211069.0,0.0,R,False,0.0,,,False,MS,Currently Unavailable,39532,28047,28047003303,280470033032,30.4,-89.0,5b6ec4dc-5026-4432-b1b5-fc0a58a0d069
False,2026-01-12T00:00:00.000Z,,1,,1983-08-18T00:00:00.000Z,False,,,,A11,False,4.0,,,3.0,False,10.0,1,1492-10-12T00:00:00.000Z,1981-07-22T00:00:00.000Z,3301.0,0.0,0.0,False,1,False,82500,21000,1983,False,3501.0,,3301.0,112000.0,4,N,,,0.0,,0.0,,501.0,,0.0,False,Hurricane Alicia,,0.0,485469,,,97,,1,0.0,,A,False,0.0,,,False,TX,Currently Unavailable,77551,48167,48167725800,481677258003,29.3,-94.8,d7ebecff-f6eb-4750-9d21-85ad109e407a
False,2026-01-12T00:00:00.000Z,,1,,1991-12-30T00:00:00.000Z,False,,,,C,False,4.0,,,2.0,False,10.0,1,1950-07-01T00:00:00.000Z,1990-12-17T00:00:00.000Z,,,,False,1,False,185000,60000,1991,False,,1,0.0,,0,N,,1,0.0,,0.0,,,,0.0,False,,,0.0,060137,,,06,06,1,,,,False,0.0,,,False,CA,Currently Unavailable,90077,06037,06037262200,060372622001,34.1,-118.5,701061ea-49b7-4798-aac1-2070203bde41
False,2026-01-12T00:00:00.000Z,,1,,2005-09-23T00:00:00.000Z,False,,,,A04,False,4.0,,,2.0,False,10.0,1,1974-01-01T00:00:00.000Z,1993-11-05T00:00:00.000Z,,,,False,1,False,150100,100000,2005,True,,1,0.0,,2,N,,1,0.0,,0.0,,658.0,,0.0,False,Hurricane Rita,30000.0,0.0,225203,,,99,,1,,,,False,0.0,,,False,LA,Currently Unavailable,70127,22071,22071001725,220710017253,30.0,-90.0,b360f2c1-7c06-44c3-a74f-6934106fe775
False,2026-01-12T00:00:00.000Z,,1,,2005-08-29T00:00:00.000Z,False,,,,B,False,3.0,,,1.0,False,,4,1978-05-17T00:00:00.000Z,2003-10-06T00:00:00.000Z,,,,True,1,False,0,50000,2005,False,,,0.0,,4,N,,1,0.0,,0.0,,654.0,,0.0,False,Hurricane Katrina,,0.0,225203,,,06,06,1,,,A,False,0.0,,1.0,False,LA,Currently Unavailable,70126,22071,22071013700,220710137004,30.0,-90.0,2e14a213-1fa1-4f91-9182-de2ade6f5ea3
False,2026-01-12T00:00:00.000Z,,2,,2012-10-29T00:00:00.000Z,True,,2.0,7.7,AE,False,,5.7,11.0,2.0,False,10.0,15,2003-05-19T00:00:00.000Z,2003-07-02T00:00:00.000Z,2594.68,0.0,0.0,True,RatingEngine,False,500000,0,2012,False,3594.0,F,2594.68,362853.0,1,A,,,0.0,,,,305.0,,0.0,False,Hurricane Sandy,30000.0,0.0,345310,345310,"OCEAN CITY, CITY OF",,,2,412334.0,,R,False,3.0,AE,1.0,False,NJ,Currently Unavailable,08226,34009,34009020102,340090201024,39.3,-74.6,d64a070c-c057-4687-bb75-f6c45605c54b
False,2026-01-12T00:00:00.000Z,2.0,1,,2003-02-22T00:00:00.000Z,False,,,,AE,False,4.0,,,2.0,False,,1,1950-10-01T00:00:00.000Z,2003-02-13T00:00:00.000Z,,,,False,1,False,100000,30000,2003,True,578.0,1,0.0,64087.0,1,N,125.0,1,0.0,0.0,0.0,,,,0.0,False,,20000.0,0.0,421074,,,01,01,1,65395.0,0.0,R,False,24.0,,,False,PA,Currently Unavailable,19047,42017,42017100900,420171009001,40.2,-75.0,7bf47f54-c2f7-4404-8479-65d5c8d7edcc
False,2026-01-12T00:00:00.000Z,2.0,1,,2010-05-01T00:00:00.000Z,True,,,,AE,False,,,,2.0,False,50.0,1,1976-06-01T00:00:00.000Z,2003-11-07T00:00:00.000Z,,,,False,1,False,73500,0,2010,True,4286.0,5,0.0,52192.0,2,N,,0,0.0,,0.0,,257.0,,0.0,False,Late spring storms,30000.0,0.0,470165,,,,01,1,84180.0,,R,False,0.0,,,False,TN,Currently Unavailable,37129,47149,47149041000,471490410003,35.9,-86.4,9ca6eec5-b51e-43e5-8436-b2cfd0807e33
False,2026-01-12T00:00:00.000Z,,1,,1995-08-26T00:00:00.000Z,False,,,,AE,False,,,,1.0,False,10.0,1,1979-01-01T00:00:00.000Z,1992-03-31T00:00:00.000Z,564.56,0.0,0.0,False,1,False,98100,0,1995,True,1368.0,1,564.56,81100.0,1,N,,0,0.0,,0.0,,,,0.0,False,,15000.0,0.0,125124,,,,,1,0.0,,A,False,0.0,,,False,FL,Currently Unavailable,33919,12071,12071001701,120710017012,26.6,-81.9,33434961-4c81-4035-992d-5a6b5dee0a77
False,2026-01-12T00:00:00.000Z,0.0,1,,2017-08-29T00:00:00.000Z,False,1,,,X,False,3.0,,,1.0,False,,11,2003-01-01T00:00:00.000Z,2004-05-29T00:00:00.000Z,,,,True,RatingEngine,False,242000,89000,2017,True,,F,0.0,,0,N,,1,0.0,,0.0,,682.0,,0.0,False,Hurricane Harvey,30000.0,0.0,480287,480287,HARRIS COUNTY*,97,97,1,,,R,False,0.0,X,,False,TX,Currently Unavailable,77346,48201,48201250406,482012504061,30.0,-95.2,1145ec24-d8ae-4beb-81da-e959a026b241
False,2026-01-12T00:00:00.000Z,,1,,1980-07-03T00:00:00.000Z,False,,,,,False,2.0,,,2.0,False,10.0,1,1492-10-12T00:00:00.000Z,1980-02-08T00:00:00.000Z,1091.78,0.0,0.0,False,1,False,35000,10000,1980,False,1490.0,,1091.78,82600.0,4,N,,,0.0,,0.0,,,,0.0,False,,,0.0,540018,,,97,,1,0.0,,A,False,1.0,,,False,WV,Currently Unavailable,25702,54011,54011000400,540110004001,38.4,-82.4,bc269b60-7d36-4e7c-9462-440adf41dd29
False,2026-01-12T00:00:00.000Z,,1,5.0,2021-08-29T00:00:00.000Z,True,,4.0,-4.0,AE,False,3.0,-4.4,0.0,1.0,False,15.0,11,2012-11-12T00:00:00.000Z,2013-03-25T00:00:00.000Z,0.0,0.0,0.0,True,RatingEngine,False,202000,50000,2021,True,0.0,F,0.0,178006.0,0,N,0.0,1,0.0,50000.0,,LA0421,,,,False,Hurricane Ida,30000.0,0.0,225199,225199,JEFFERSON PARISH*,06,06,1,228347.0,0.0,R,False,,AE,1.0,False,LA,Currently Unavailable,70003,22051,22051023003,220510230032,30.0,-90.2,4bb41fd5-be42-412d-be6b-04d08c1f8e83
