agricultureStructureIndicator,baseFloodElevation,basementEnclosureCrawlspaceType,cancellationDateOfFloodPolicy,condominiumCoverageTypeCode,construction,crsClassCode,buildingDeductibleCode,contentsDeductibleCode,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,federalPolicyFee,ratedFloodZone,hfiaaSurcharge,houseOfWorshipIndicator,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,nonProfitIndicator,numberOfFloorsInInsuredBuilding,obstructionType,occupancyType,originalConstructionDate,originalNBDate,policyCost,policyCount,policyEffectiveDate,policyTerminationDate,policyTermIndicator,postFIRMConstructionIndicator,primaryResidenceIndicator,rateMethod,regularEmergencyProgramIndicator,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,totalInsurancePremiumOfThePolicy,cancellationVoidanceReasonCode,subsidizedRateType,iccPremium,reserveFundAssessment,communityProbationSurcharge,premiumPaymentIndicator,buildingReplacementCost,basicBuildingRate,additionalBuildingRate,basicContentsRate,AdditionalContentsRate,enclosureTypeCode,buildingDescriptionCode,insuranceToValueCode,postFirmVzoneIndicator,floodproofedIndicator,waitingPeriodType,rolloverTransferCode,endorsementEffectiveDate,propertyPurchaseDate,rentalPropertyIndicator,tenantIndicator,stateOwnedIndicator,disasterAssistanceCoverageRequiredCode,mandatoryPurchaseFlag,grandfatheringTypeCode,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,programTypeIndicator,mapPanelNumber,mapPanelSuffix,floodZoneCurrent,femaRegion,propertyState,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
False,831.0,,,N,False,,2,,True,,-1.0,47,AE,250,False,,830.3,833.8,False,2,54.0,12,1987-06-01T00:00:00.000Z,2020-07-30T00:00:00.000Z,1385,1,2025-07-30T00:00:00.000Z,2026-07-30T00:00:00.000Z,1,True,False,RatingEngine,R,False,250000,0,922,,,42.0,166,,1,500000.0,,,,,F,10.0,,False,False,N,N,,2020-06-01T00:00:00.000Z,True,False,False,,True,1.0,510019,510019,"BUCHANAN, TOWN OF",False,0268,C,AE,3.0,VA,Currently Unavailable,24066,51023,51023040200,510230402001,37.5,-79.7,5f55696b-94fa-4d7d-a7e0-e146d1889148
False,,0.0,,N,False,8.0,2,1,False,,,47,X,25,False,3.0,,,False,1,,11,1979-05-01T00:00:00.000Z,2020-06-21T00:00:00.000Z,513,1,2025-06-21T00:00:00.000Z,2026-06-21T00:00:00.000Z,1,False,True,RatingEngine,R,False,165000,63000,374,,,8.0,67,,1,174500.0,,,,,,1.0,,False,False,N,N,,2014-01-31T00:00:00.000Z,False,False,False,,False,1.0,220013,220013,ASCENSION PARISH*,False,0035,E,X,6.0,LA,Currently Unavailable,70769,22005,22005030211,220050302113,30.3,-90.9,97761698-2e94-49fc-b44e-2f95fe6a482d
False,,,,N,False,,F,1,False,,,47,X,25,False,4.0,,,False,2,,11,2000-01-01T00:00:00.000Z,2016-07-01T00:00:00.000Z,1084,1,2025-07-01T00:00:00.000Z,2026-07-01T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,858,,,19.0,154,,1,250000.0,,,,,,1.0,,False,False,N,R,,2000-01-01T00:00:00.000Z,False,False,False,,False,1.0,480131,480131,"ALLEN, CITY OF",False,0270,K,X,6.0,TX,Currently Unavailable,75013,48085,48085031418,480850314182,33.1,-96.7,787a8896-4593-4dee-bf04-255b40a2f45d
False,,,,N,False,6.0,1,1,True,,,47,X,25,False,6.0,,,False,5,10.0,14,2001-01-01T00:00:00.000Z,2020-08-01T00:00:00.000Z,419,1,2025-08-01T00:00:00.000Z,2026-08-01T00:00:00.000Z,1,True,True,RatingEngine,R,False,75000,30000,294,,,6.0,53,,1,61000.0,,,,,N,1.0,,False,False,N,N,,2001-01-01T00:00:00.000Z,False,False,False,,False,1.0,450025,450025,BEAUFORT COUNTY*,False,0161,G,X,4.0,SC,Currently Unavailable,29906,45013,45013000501,450130005011,32.4,-80.7,5342cffc-2d33-48df-91ba-c9b40da5fe1b
False,,0.0,,N,False,6.0,2,1,False,,,47,X,25,False,4.0,,,False,1,,11,1965-01-01T00:00:00.000Z,2020-06-22T00:00:00.000Z,1079,1,2025-06-22T00:00:00.000Z,2026-06-22T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,853,,,30.0,154,,2,300000.0,,,,,N,,,False,False,S,N,,2019-05-01T00:00:00.000Z,False,False,False,0.0,False,1.0,480296,480296,"HOUSTON, CITY OF",False,0640,M,X,6.0,TX,Currently Unavailable,77079,48201,48201450700,482014507001,29.8,-95.6,69f50939-2b4a-4367-aaa1-1938b6e0b61f
False,,0.0,,U,False,6.0,,2,False,1,,47,X,25,False,3.0,,,False,3,,16,1985-01-01T00:00:00.000Z,2020-07-19T00:00:00.000Z,335,1,2025-07-19T00:00:00.000Z,2026-07-19T00:00:00.000Z,1,True,True,RatingEngine,R,False,0,53000,223,,,,40,,2,0.0,,,,,N,1.0,,False,False,N,N,,2019-06-01T00:00:00.000Z,False,False,False,0.0,False,1.0,120192,120192,PALM BEACH COUNTY *,False,1158,F,X,4.0,FL,Currently Unavailable,33433,12099,12099007624,120990076243,26.3,-80.2,d98b8d9e-6fef-4eda-b48a-630657545549
False,,,,N,False,6.0,F,1,False,,,47,X,25,False,,,,False,2,,11,1993-01-01T00:00:00.000Z,2020-06-21T00:00:00.000Z,1084,1,2025-06-21T00:00:00.000Z,2026-06-21T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,858,,,29.0,154,,1,500000.0,,,,,,1.0,,False,False,S,N,,1993-06-03T00:00:00.000Z,False,False,False,,False,1.0,120114,120114,"TAMPA, CITY OF",False,0363,H,X,4.0,FL,Currently Unavailable,33611,12057,12057006700,120570067003,27.9,-82.5,247d1729-21d6-428f-b12b-a650358d81c3
False,,0.0,,N,False,8.0,2,1,False,,,47,X,25,False,4.0,,,False,2,,11,1953-01-02T00:00:00.000Z,2020-07-09T00:00:00.000Z,1002,1,2025-07-09T00:00:00.000Z,2026-07-09T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,788,,,17.0,142,,2,1242165.0,,,,,N,,,False,False,S,N,2025-11-01T00:00:00.000Z,2020-07-09T00:00:00.000Z,False,False,False,0.0,False,1.0,060137,060137,"LOS ANGELES, CITY OF",False,1605,F,X,9.0,CA,Currently Unavailable,90046,06037,06037194102,060371941023,34.1,-118.4,3e3b3abb-aec1-457b-9ee3-0dce79c3a3fb
False,,0.0,,N,False,,1,1,False,,,47,X,25,False,3.0,,,False,1,,11,2016-06-01T00:00:00.000Z,2020-06-06T00:00:00.000Z,641,1,2025-06-06T00:00:00.000Z,2026-06-06T00:00:00.000Z,1,True,True,RatingEngine,R,False,61000,23000,482,,,10.0,87,,2,200000.0,,,,,,1.0,,False,False,N,N,,2016-06-01T00:00:00.000Z,False,False,False,,False,1.0,485470,485470,GALVESTON COUNTY*,False,0220,G,X,6.0,TX,Currently Unavailable,77517,48167,48167723503,481677235031,29.4,-95.2,05eb03fe-0135-42f7-a8cd-2061c97bf94f
False,,0.0,,N,False,6.0,F,F,False,,,47,X,250,False,3.0,,,False,1,,18,1984-02-01T00:00:00.000Z,2020-07-20T00:00:00.000Z,6444,1,2025-07-20T00:00:00.000Z,2026-07-20T00:00:00.000Z,1,False,False,RatingEngine,R,False,500000,263000,5209,,,75.0,938,,1,873000.0,,,,,N,,,False,False,S,N,,1983-04-01T00:00:00.000Z,False,False,False,0.0,False,1.0,125124,125124,LEE COUNTY*,False,0277,F,X,4.0,FL,Currently Unavailable,33917,12071,12071020201,120710202011,26.7,-81.8,130e1a54-aeb9-4c41-9bc2-af96b6973685
False,,0.0,,N,False,9.0,F,1,False,,,47,X,25,False,3.0,,,False,1,,11,2007-07-01T00:00:00.000Z,2020-05-30T00:00:00.000Z,1086,1,2025-05-30T00:00:00.000Z,2026-05-30T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,859,,,33.0,155,,1,250000.0,,,,,N,,,False,False,S,N,,2012-05-29T00:00:00.000Z,False,False,False,0.0,False,1.0,220206,220206,TANGIPAHOA PARISH*,False,0430,F,X,6.0,LA,Currently Unavailable,70403,22105,22105954506,221059545061,30.5,-90.4,5ea29117-f02a-403b-8197-517d689d16c1
False,,0.0,,N,False,6.0,2,1,False,,,47,X,25,False,3.0,,,False,1,,11,1956-01-01T00:00:00.000Z,2020-07-06T00:00:00.000Z,1082,1,2025-07-06T00:00:00.000Z,2026-07-06T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,856,,,32.0,154,,1,250000.0,,,,,N,,,False,False,S,R,,2006-01-07T00:00:00.000Z,False,False,False,0.0,False,1.0,480296,480296,"HOUSTON, CITY OF",False,0665,M,X,6.0,TX,Currently Unavailable,77008,48201,48201511001,482015110011,29.8,-95.4,607bbe4b-a574-4619-a6fb-f853fdcd197c
False,,0.0,,N,False,8.0,F,1,False,,,47,X,25,False,3.0,,,False,1,,11,2002-09-02T00:00:00.000Z,2020-07-04T00:00:00.000Z,1083,1,2025-07-04T00:00:00.000Z,2026-07-04T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,857,,,75.0,154,,1,400000.0,,,,,,1.0,,False,False,N,N,,2019-12-31T00:00:00.000Z,False,False,False,,False,1.0,120286,120286,"FORT PIERCE, CITY OF",False,0191,K,X,4.0,FL,Currently Unavailable,34949,12111,12111381300,121113813001,27.4,-80.3,747a4495-57e8-44de-ba5f-ef313b97d6c0
False,,0.0,,N,False,3.0,F,1,False,,,47,X,25,False,3.0,,,False,1,,11,1997-01-01T00:00:00.000Z,2020-07-31T00:00:00.000Z,1084,1,2025-07-31T00:00:00.000Z,2026-07-31T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,858,,,40.0,154,,1,250000.0,,,,,,1.0,,False,False,N,N,,1997-01-01T00:00:00.000Z,False,False,False,,False,1.0,125139,125139,PINELLAS COUNTY *,False,0079,G,X,4.0,FL,Currently Unavailable,34677,12103,12103027325,121030273251,28.1,-82.7,ae320772-fd0d-4170-b9cf-a109039187ab
False,842.4,1.0,,N,False,8.0,2,2,False,,5.0,47,AE,25,False,2.0,851.7,855.0,False,3,,11,1952-05-05T00:00:00.000Z,2020-08-16T00:00:00.000Z,951,1,2025-08-16T00:00:00.000Z,2026-08-16T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,745,,,29.0,134,,1,952000.0,,,,,,1.0,,False,False,N,N,,2020-03-18T00:00:00.000Z,False,False,False,,False,1.0,170182,170182,"DE KALB, CITY OF",False,0253,E,AE,5.0,IL,Currently Unavailable,60115,17037,17037000800,170370008004,41.9,-88.7,53198a03-ed91-4d96-80eb-8e361658e2bd
False,25.0,2.0,,N,False,6.0,F,,False,,1.0,47,X,250,False,,,,False,2,,11,1989-06-01T00:00:00.000Z,2019-08-22T00:00:00.000Z,1052,1,2025-08-22T00:00:00.000Z,2026-08-22T00:00:00.000Z,1,True,False,RatingEngine,R,False,231000,0,640,,,58.0,115,,1,157400.0,,,,,,1.0,,False,False,,Z,,1999-01-01T00:00:00.000Z,False,False,False,,False,3.0,105085,105085,NEW CASTLE COUNTY *,False,0140,F,X,3.0,DE,Currently Unavailable,19702,10003,10003014808,100030148081,39.6,-75.7,39de4305-108d-468a-af8e-38df6d8d32c5
False,,0.0,,N,False,6.0,2,2,False,,,47,C,250,False,3.0,,,False,1,,11,1983-01-01T00:00:00.000Z,2020-05-10T00:00:00.000Z,833,1,2025-05-10T00:00:00.000Z,2026-05-10T00:00:00.000Z,1,True,False,RatingEngine,R,False,250000,100000,454,,,10.0,82,,2,569000.0,,,,,N,1.0,,False,False,N,,,1900-01-01T00:00:00.000Z,True,False,False,0.0,False,1.0,450250,450250,"HILTON HEAD ISLAND, TOWN OF",False,0003,D,C,4.0,SC,Currently Unavailable,29926,45013,45013010700,450130107001,32.3,-80.7,2add005b-93b4-46fb-be54-8278198f931a
False,,,2025-07-20T00:00:00.000Z,N,False,3.0,F,1,True,,,47,A99,250,False,,,,False,1,,11,2016-01-01T00:00:00.000Z,2020-07-20T00:00:00.000Z,1263,1,2025-07-20T00:00:00.000Z,2026-07-20T00:00:00.000Z,1,True,False,RatingEngine,R,False,250000,25000,819,26,,28.0,147,,2,448000.0,,,,,F,1.0,,False,False,S,N,,2020-07-20T00:00:00.000Z,True,False,False,,True,1.0,060266,060266,"SACRAMENTO, CITY OF",False,0045,J,A99,9.0,CA,Currently Unavailable,95834,06067,06067007026,060670070261,38.6,-121.5,0b68e2d3-7e2d-43b6-abea-c5d7776e1267
False,161.1,,,N,False,9.0,2,,False,3,5.0,47,A,25,False,,163.6,166.3,False,1,,11,1975-05-05T00:00:00.000Z,2020-06-23T00:00:00.000Z,415,1,2025-06-23T00:00:00.000Z,2026-06-23T00:00:00.000Z,1,False,True,RatingEngine,R,False,167000,0,291,,,6.0,52,,2,165000.0,,,,,,1.0,,False,False,N,N,,2020-06-17T00:00:00.000Z,False,False,False,,True,1.0,120111,120111,HIGHLANDS COUNTY *,False,0119,C,A,4.0,FL,Currently Unavailable,33872,12055,12055960601,120559606012,27.5,-81.5,ab9600e5-dc72-48cb-a5a5-139d30001f5b
False,,0.0,,N,False,6.0,A,,False,,,47,AE,25,False,,,,False,1,,11,1972-01-01T00:00:00.000Z,2020-08-07T00:00:00.000Z,2945,1,2025-08-07T00:00:00.000Z,2026-08-07T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,2435,,,73.0,438,,2,250000.0,,,,,N,,,False,False,S,N,,2020-08-07T00:00:00.000Z,False,False,False,0.0,False,1.0,125095,125095,"CAPE CORAL, CITY OF",False,0415,F,AE,4.0,FL,Currently Unavailable,33904,12071,12071010803,120710108032,26.6,-82.0,7578f16c-10d5-4be9-bb9b-6fe2af725aef
False,9.0,0.0,,N,False,5.0,F,1,False,,1.0,47,AH,25,False,4.0,8.8,10.0,False,2,,11,2003-01-01T00:00:00.000Z,2020-06-08T00:00:00.000Z,885,1,2025-06-08T00:00:00.000Z,2026-06-08T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,50000,689,,,27.0,124,,2,250000.0,,,,,,1.0,,False,False,N,N,2025-06-08T00:00:00.000Z,2020-06-08T00:00:00.000Z,False,False,False,,True,1.0,120635,120635,MIAMI-DADE COUNTY*,False,0439,L,AH,4.0,FL,Currently Unavailable,33196,12086,12086019600,120860196001,25.6,-80.4,6947bfcb-2d60-48a0-9ef7-a59610f27f51
False,7.0,0.0,,N,False,7.0,2,2,True,,-3.0,47,AE,25,False,7.0,3.8,6.6,False,1,50.0,11,1946-06-01T00:00:00.000Z,2020-06-29T00:00:00.000Z,1691,1,2025-06-29T00:00:00.000Z,2026-06-29T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,1372,,,34.0,247,,2,250000.0,,,,,F,1.0,,False,False,N,,2025-06-29T00:00:00.000Z,2021-06-29T00:00:00.000Z,False,False,False,0.0,True,1.0,510104,510104,"NORFOLK, CITY OF",False,0009,H,AE,3.0,VA,Currently Unavailable,23503,51710,51710000400,517100004001,37.0,-76.3,a8deefed-20a7-4c5b-9ffa-de89d82f0f94
False,,0.0,,N,False,3.0,F,1,False,,,47,A99,25,False,3.0,,,False,1,,11,2020-01-01T00:00:00.000Z,2020-04-20T00:00:00.000Z,682,1,2025-04-20T00:00:00.000Z,2026-04-20T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,517,,,12.0,93,,1,250000.0,,,,,N,,,False,False,,N,,2020-04-20T00:00:00.000Z,False,False,False,0.0,False,1.0,060266,060266,"SACRAMENTO, CITY OF",False,0045,J,A99,9.0,CA,Currently Unavailable,95835,06067,06067007108,060670071082,38.7,-121.5,071ec548-3b6d-448b-b475-4750b56469b5
False,,0.0,,U,False,6.0,F,2,False,,,47,X,25,False,4.0,,,False,2,,16,2019-01-01T00:00:00.000Z,2020-06-11T00:00:00.000Z,334,1,2025-06-11T00:00:00.000Z,2026-06-11T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,222,,,,40,,2,391000.0,,,,,N,1.0,,False,False,N,,,1900-01-01T00:00:00.000Z,False,False,False,0.0,False,1.0,060212,060212,ORANGE COUNTY *,False,0465,J,X,9.0,CA,Currently Unavailable,92694,06059,06059032066,060590320665,33.5,-117.6,b1663bcc-45a4-4071-b49b-ccc370860a6f
False,,,,N,False,7.0,2,1,False,,,47,X,25,False,3.0,,,False,1,,11,1970-06-06T00:00:00.000Z,2020-05-30T00:00:00.000Z,539,1,2025-05-30T00:00:00.000Z,2026-05-30T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,396,,,8.0,71,,1,287000.0,,,,,,1.0,,False,False,N,N,,2015-05-01T00:00:00.000Z,False,False,False,,False,1.0,220058,220058,EAST BATON ROUGE PARISH,False,0260,E,X,6.0,LA,Currently Unavailable,70815,22033,22033004503,220330045034,30.5,-91.0,d66ad4bd-ef69-4237-86f3-9cdadbaed0e0
False,,0.0,,N,False,,2,1,False,,,47,X,25,False,3.0,,,False,1,,11,1978-01-01T00:00:00.000Z,2020-07-02T00:00:00.000Z,562,1,2025-07-02T00:00:00.000Z,2026-07-02T00:00:00.000Z,1,False,True,RatingEngine,R,False,220000,84000,415,,,8.0,75,,2,150000.0,,,,,N,,,False,False,S,R,,1983-01-02T00:00:00.000Z,False,False,False,0.0,False,1.0,480653,480653,"EL CAMPO, CITY OF",False,0510,E,X,6.0,TX,Currently Unavailable,77437,48481,48481740902,484817409021,29.2,-96.3,073294fb-c350-49e1-9d62-147782507454
False,,,,N,False,6.0,F,1,False,,,47,AE,250,False,,,,False,1,,11,2007-01-01T00:00:00.000Z,2020-06-16T00:00:00.000Z,1233,1,2025-06-16T00:00:00.000Z,2026-06-16T00:00:00.000Z,1,True,False,RatingEngine,R,False,250000,100000,793,,,33.0,143,,2,312000.0,,,,,,1.0,,False,False,S,N,,2020-06-16T00:00:00.000Z,True,False,False,,True,3.0,485488,485488,"LEAGUE CITY, CITY OF",False,0005,D,AE,6.0,TX,Currently Unavailable,77573,48167,48167720501,481677205014,29.5,-95.1,ad0ae8f9-7a84-47f8-ac5a-a0b6b75ab1a8
False,,0.0,,N,False,,,1,False,,,47,X,25,False,3.0,,,False,1,,11,2020-01-01T00:00:00.000Z,2020-07-22T00:00:00.000Z,129,1,2025-07-22T00:00:00.000Z,2026-07-22T00:00:00.000Z,1,True,True,RatingEngine,R,False,0,13000,48,,,,9,,1,250000.0,,,,,,1.0,,False,False,N,N,,,True,True,False,,False,1.0,485486,485486,"LA MARQUE, CITY OF",False,0245,G,X,6.0,TX,Currently Unavailable,77568,48167,48167723300,481677233002,29.4,-95.1,bb34dcd5-d016-4553-a7cf-c10457b072e8
False,,,,N,False,8.0,5,5,False,,,47,AO,250,False,4.0,,,False,2,,18,1954-01-01T00:00:00.000Z,2019-07-01T00:00:00.000Z,3673,1,2025-07-01T00:00:00.000Z,2026-07-01T00:00:00.000Z,1,False,False,RatingEngine,R,False,382000,102000,2861,,,53.0,515,,2,300000.0,,,,,,8.0,,False,False,N,N,,2016-07-26T00:00:00.000Z,False,False,False,,False,1.0,400234,400234,"CHICKASHA, CITY OF",False,0295,E,AO,6.0,OK,Currently Unavailable,73018,40051,40051000100,400510001001,35.1,-97.9,328d1a87-1745-4225-9680-764e7ab9abb5
False,8.0,,,N,False,6.0,F,1,False,,0.0,47,AE,250,False,3.0,6.4,8.1,False,1,,11,1953-01-01T00:00:00.000Z,2012-04-14T00:00:00.000Z,4026,1,2025-04-14T00:00:00.000Z,2026-04-14T00:00:00.000Z,1,False,False,RatingEngine,R,False,250000,100000,3160,,,75.0,569,,2,650000.0,,,,,,1.0,,False,False,N,R,,2012-03-16T00:00:00.000Z,False,False,False,,False,1.0,120651,120651,"MIAMI BEACH, CITY OF",False,0307,L,AE,4.0,FL,Currently Unavailable,33141,12086,12086003912,120860039121,25.9,-80.1,35021bfb-18ab-4d35-8b41-0754afb37160
False,,1.0,,N,False,,5,5,False,,,47,VE,25,False,2.0,,,False,3,,11,1978-01-01T00:00:00.000Z,2001-06-21T00:00:00.000Z,5625,1,2025-06-21T00:00:00.000Z,2026-06-21T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,20000,4706,,,75.0,847,,1,250000.0,,,,,,1.0,,False,False,N,R,,2017-06-21T00:00:00.000Z,False,False,False,,False,3.0,360805,360805,"RIVERHEAD, TOWN OF",False,0428,G,VE,2.0,NY,Currently Unavailable,11792,36103,36103169701,361031697012,41.0,-72.9,eaa32728-bced-47be-8be7-947a5efe5c1c
False,,,,N,False,8.0,F,1,False,,,47,AE,25,False,3.0,,,False,1,,11,1985-01-01T00:00:00.000Z,2019-02-11T00:00:00.000Z,1073,1,2025-02-11T00:00:00.000Z,2026-02-11T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,848,,,40.0,153,,2,225000.0,,,,,,1.0,,False,False,N,N,,2009-01-01T00:00:00.000Z,False,False,False,,True,3.0,220101,220101,LAFAYETTE CITY- PARISH CONSOLIDATED GOVERNMENT,False,0065,G,AE,6.0,LA,Currently Unavailable,70508,22055,22055001414,220550014145,30.1,-92.0,9f5ee437-a5fb-44e4-bc07-e437abef7c25
False,,,,N,False,3.0,F,1,False,,,47,X,25,False,3.0,,,False,1,,11,2007-01-01T00:00:00.000Z,2019-06-20T00:00:00.000Z,786,1,2025-06-20T00:00:00.000Z,2026-06-20T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,605,,,16.0,109,,1,945000.0,,,,,,1.0,,False,False,N,N,,2019-06-20T00:00:00.000Z,False,False,False,,False,1.0,125139,125139,PINELLAS COUNTY *,False,0083,G,X,4.0,FL,Currently Unavailable,34685,12103,12103027324,121030273241,28.1,-82.7,8f439537-7afa-4c88-9e45-59b445ff11d6
False,,,,N,False,8.0,F,1,False,,,47,X,25,False,4.0,,,False,2,,11,2006-02-02T00:00:00.000Z,2018-10-07T00:00:00.000Z,1084,1,2025-10-07T00:00:00.000Z,2026-10-07T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,858,,,21.0,154,,1,369000.0,,,,,,1.0,,False,False,N,N,,2018-09-12T00:00:00.000Z,False,False,False,,False,1.0,220105,220105,"LAFAYETTE, CITY OF",False,0170,J,X,6.0,LA,Currently Unavailable,70508,22055,22055001414,220550014142,30.1,-92.0,13bbf51c-f1bb-4b40-820d-769831cd29fd
False,4.0,,,N,False,8.0,2,2,False,,1.0,47,AE,25,False,3.0,3.7,5.3,False,1,,11,2014-08-28T00:00:00.000Z,2014-09-29T00:00:00.000Z,2228,1,2025-09-29T00:00:00.000Z,2026-09-29T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,1827,,,49.0,329,,2,250000.0,,,,,,1.0,,False,False,N,R,,2014-09-29T00:00:00.000Z,False,False,False,,False,1.0,220160,220160,ST. CHARLES PARISH*,False,0150,C,AE,6.0,LA,Currently Unavailable,70070,22089,22089062900,220890629001,29.9,-90.3,d60b49ab-bfe2-400f-a9eb-fd5a73c175ad
False,-4.0,,,N,False,7.0,2,2,False,,2.0,47,AE,25,False,3.0,,,False,1,,11,1960-07-01T00:00:00.000Z,1988-08-20T00:00:00.000Z,1056,1,2025-08-20T00:00:00.000Z,2026-08-20T00:00:00.000Z,1,False,True,RatingEngine,R,False,167000,74000,834,,,29.0,150,,2,150200.0,,,,,,1.0,,False,False,N,R,,,False,False,False,,False,1.0,225201,225201,"KENNER, CITY OF",False,0180,F,AE,6.0,LA,Currently Unavailable,70062,22051,22051021200,220510212002,30.0,-90.2,a24f4362-995b-4b0b-86f2-a533d5f9fef4
False,6.0,,,N,False,,5,,True,,3.0,47,AE,25,False,,3.5,9.2,False,2,15.0,11,1958-01-01T00:00:00.000Z,2011-04-20T00:00:00.000Z,692,1,2025-04-20T00:00:00.000Z,2026-04-20T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,0,525,,,48.0,95,,2,342300.0,,,,,N,1.0,,False,False,N,R,,2017-04-20T00:00:00.000Z,False,False,False,,False,1.0,365337,365337,"ISLIP,TOWN OF",False,0882,H,AE,2.0,NY,Currently Unavailable,11769,36103,36103147601,361031476012,40.7,-73.2,5e33dbf8-cf59-4458-964f-8bb4df76de19
False,,,,N,False,,,1,False,,,47,X,250,False,3.0,,,False,1,,18,1985-01-01T00:00:00.000Z,2016-12-16T00:00:00.000Z,1180,1,2025-12-16T00:00:00.000Z,2026-12-16T00:00:00.000Z,1,True,False,RatingEngine,R,True,0,50000,748,,,,135,,2,250000.0,,,,,,8.0,,False,False,N,N,,1985-01-01T00:00:00.000Z,True,True,False,,False,1.0,220208,220208,"HAMMOND, CITY OF",False,0430,F,X,6.0,LA,Currently Unavailable,70403,22105,22105954503,221059545032,30.5,-90.5,21b21631-97bc-42b8-be50-108b53e82cab
False,,,,N,False,8.0,2,1,False,,,47,B,25,False,4.0,,,False,2,,11,1971-01-01T00:00:00.000Z,2016-04-13T00:00:00.000Z,1080,1,2025-09-06T00:00:00.000Z,2026-09-06T00:00:00.000Z,1,False,True,RatingEngine,R,False,250000,100000,854,,,75.0,154,,1,172000.0,,,,,,1.0,,False,False,N,N,,2016-01-11T00:00:00.000Z,False,False,False,,False,1.0,225203,225203,NEW ORLEANS/ORLEANS PARISH*,False,0180,E,B,6.0,LA,Currently Unavailable,70131,22071,22071000606,220710006062,29.9,-90.0,a596460e-35eb-4c73-8827-efe13ab7aae7
False,,,,N,False,7.0,F,1,False,,,47,X,25,False,4.0,,,False,2,,11,2016-05-16T00:00:00.000Z,2016-06-30T00:00:00.000Z,1082,1,2025-06-17T00:00:00.000Z,2026-06-17T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,856,,,58.0,154,,2,400000.0,,,,,,1.0,,False,False,N,Z,,2016-06-30T00:00:00.000Z,False,False,False,,False,1.0,225201,225201,"KENNER, CITY OF",False,0095,F,X,6.0,LA,Currently Unavailable,70065,22051,22051020517,220510205171,30.0,-90.3,97bb5ece-f4da-4215-899e-b5baaacbe0c0
False,,,,N,False,,F,1,True,,,47,X,25,False,4.0,,,False,2,15.0,11,1991-10-10T00:00:00.000Z,2015-05-09T00:00:00.000Z,1087,1,2025-05-09T00:00:00.000Z,2026-05-09T00:00:00.000Z,1,True,True,RatingEngine,R,False,250000,100000,860,,,19.0,155,,2,225000.0,,,,,N,1.0,,False,False,N,Z,,2015-05-09T00:00:00.000Z,False,False,False,,False,1.0,370278,370278,NASH COUNTY *,False,3727,K,X,4.0,NC,Currently Unavailable,27803,37127,37127011202,371270112022,35.9,-77.9,0f14ea70-139b-49a0-b4c1-a11fb9f21f3c
False,8.0,,,N,False,4.0,5,,False,,2.0,47,AH,25,False,,7.4,9.6,False,1,,11,2016-07-01T00:00:00.000Z,2019-01-25T00:00:00.000Z,413,1,2025-01-25T00:00:00.000Z,2026-01-25T00:00:00.000Z,1,True,True,RatingEngine,R,False,203000,0,289,,,51.0,52,,2,203000.0,,,,,,1.0,,False,False,N,N,,2016-01-01T00:00:00.000Z,False,False,False,,True,1.0,120218,120218,"CUTLER BAY, TOWN OF",False,0603,L,AHB,4.0,FL,Currently Unavailable,33189,12086,12086010609,120860106094,25.6,-80.3,ee7a30a3-b9e5-4093-8efb-978d69f500dd
